Id_Business;Trading_Status;Sales_Status;Sales_Owner;Value;Start_Date;Store_Amount;Segment;Tax_Regime;Campaign;Company_Size
NEG1631;Won;Won;Vendedor 02;39245.28;22/06/2020;1;Material de Construção;Lucro Presumido;google;Pequeno
NEG1318;Lost;Lost;Vendedor 01;36090.23;17/01/2020;1;Material de Construção;Lucro Presumido;google;Pequeno
NEG1808;Won;Won;Vendedor 01;39256.51;21/08/2020;1;Material de Construção;Lucro Presumido;google;Pequeno
NEG1988;Lost;Lost;Vendedor 01;34241.25;09/11/2020;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2078;Lost;Lost;Vendedor 02;33082.71;11/01/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2085;Lost;Lost;Vendedor 01;27586.21;14/01/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2190;Won;Won;Vendedor 02;30034.13;01/03/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2249;Lost;Lost;Vendedor 02;34532.37;29/03/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2276;Lost;Lost;Vendedor 04;32116.79;12/04/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2369;Lost;Lost;Vendedor 04;30136.99;19/05/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG2393;Won;Won;Vendedor 02;37647.06;01/06/2021;1;Material de Construção;Lucro Presumido;google;Pequeno
NEG2624;Lost;Lost;Vendedor 02;34532.37;21/09/2021;1;Material de Construção;Simples Nacional;google;Pequeno
NEG1818;Won;Won;Vendedor 01;44687.50;26/08/2020;1;Material de Construção;Lucro Presumido;indicacao;Médio
NEG2014;Lost;Lost;Vendedor 02;39111.11;19/11/2020;1;Material de Construção;Lucro Presumido;indicacao;Pequeno
NEG2020;Lost;Lost;Vendedor 02;36363.64;24/11/2020;1;Material de Construção;Lucro Presumido;indicacao;Pequeno
NEG2484;Lost;Lost;Vendedor 04;35200.00;08/07/2021;1;Material de Construção;Simples Nacional;indicacao;Pequeno
NEG1066;Lost;Lost;Vendedor 01;32352.94;20/09/2019;1;Material de Construção;Simples Nacional;prosp_merketing;Pequeno
NEG2964;Lost;Lost;Vendedor 04;37647.06;06/04/2022;1;Material de Construção;Lucro Presumido;prosp_merketing;Pequeno
NEG2972;Prospeccao;Open;Vendedor 04;33449.48;07/04/2022;1;Material de Construção;Simples Nacional;prosp_merketing;Pequeno
NEG1379;Lost;Lost;Vendedor 01;68421.05;04/02/2020;2;Material de Construção;Lucro Real;google;Médio
NEG1891;Lost;Lost;Vendedor 01;68490.57;22/09/2020;2;Material de Construção;Lucro Real;google;Médio
NEG1976;Lost;Lost;Vendedor 01;74712.64;04/11/2020;2;Material de Construção;Lucro Real;google;Grande
NEG2246;Lost;Lost;Vendedor 02;74157.30;25/03/2021;2;Material de Construção;Lucro Real;indicacao;Grande
NEG1376;Lost;Lost;Vendedor 01;89298.89;04/02/2020;3;Material de Construção;Lucro Real;google;Grande
NEG1752;Lost;Lost;Gerente 02;39402.99;31/07/2020;1;Material de Construção;Lucro Presumido;google;Pequeno
NEG2788;Lost;Lost;Vendedor 01;112759.86;06/01/2022;3;Material de Construção;Lucro Real;prosp_merketing;Grande
NEG2874;Lost;Lost;Vendedor 03;283034.48;03/03/2022;8;Material de Construção;Lucro Real;prosp_merketing;Grande
NEG2215;Lost;Lost;Vendedor 04;37714.29;12/03/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG0988;Lost;Lost;Vendedor 01;38966.79;19/08/2019;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG1315;Lost;Lost;Vendedor 02;34945.85;17/01/2020;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2820;Lost;Lost;Vendedor 04;40459.77;01/02/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG0159;Lost;Lost;Vendedor 01;45381.82;13/11/2017;1;Outros;Lucro Presumido;indicacao;Médio
NEG0672;Lost;Lost;Vendedor 01;31095.41;25/03/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0689;Won;Won;Vendedor 01;33684.21;04/04/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0750;Lost;Lost;Gerente 01;40466.93;06/05/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0757;Lost;Lost;Vendedor 01;37010.68;09/05/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0786;Lost;Lost;Vendedor 01;33207.55;16/05/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0801;Lost;Lost;Vendedor 02;43943.66;23/05/2019;1;Outros;Lucro Presumido;google;Médio
NEG0833;Lost;Lost;Vendedor 01;32472.32;05/06/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0903;Won;Won;Gerente 01;37314.49;15/07/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0908;Lost;Lost;Vendedor 01;32764.51;16/07/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0909;Lost;Lost;Vendedor 01;40000.00;16/07/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0914;Lost;Lost;Vendedor 01;38661.71;17/07/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0917;Lost;Lost;Vendedor 01;32876.71;17/07/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0948;Lost;Lost;Vendedor 01;43969.47;29/07/2019;1;Outros;Lucro Presumido;google;Médio
NEG0952;Lost;Lost;Vendedor 01;45547.45;01/08/2019;1;Outros;Lucro Presumido;google;Médio
NEG0956;Won;Won;Vendedor 02;33494.81;05/08/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1026;Lost;Lost;Vendedor 01;37849.46;04/09/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG1029;Won;Won;Vendedor 01;27586.21;05/09/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1063;Lost;Lost;Vendedor 01;44412.81;19/09/2019;1;Outros;Lucro Presumido;google;Médio
NEG1082;Lost;Lost;Vendedor 01;34042.55;30/09/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1125;Lost;Lost;Vendedor 01;31250.00;20/10/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1148;Lost;Lost;Vendedor 01;33802.82;25/10/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1210;Won;Won;Vendedor 01;39849.06;22/11/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG1233;Lost;Lost;Vendedor 04;31428.57;11/12/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1237;Lost;Lost;Vendedor 01;33494.81;13/12/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1240;Won;Won;Vendedor 04;36923.08;16/12/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG1256;Won;Won;Vendedor 04;33449.48;26/12/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1382;Lost;Lost;Vendedor 04;39402.99;05/02/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1775;Lost;Lost;Vendedor 04;34782.61;10/08/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1887;Won;Won;Vendedor 02;40459.77;22/09/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1921;Won;Won;Vendedor 04;40784.31;07/10/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG2084;Won;Won;Vendedor 04;33846.15;14/01/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2234;Won;Won;Vendedor 02;33684.21;19/03/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2382;Negociacao;Open;Vendedor 04;28169.01;24/05/2021;1;Outros;Simples Nacional;google;Pequeno
NEG1117;Won;Won;Vendedor 01;39050.85;18/10/2019;1;Outros;Lucro Presumido;Evento;Pequeno
NEG1076;Lost;Lost;Vendedor 01;43636.36;26/09/2019;1;Outros;Lucro Presumido;google;Médio
NEG1152;Lost;Lost;Vendedor 01;34657.04;28/10/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1168;Won;Won;Vendedor 01;27491.41;31/10/2019;1;Outros;Simples Nacional;google;Pequeno
NEG1216;Won;Won;Vendedor 01;43034.48;28/11/2019;1;Outros;Lucro Presumido;google;Médio
NEG1298;Lost;Lost;Vendedor 02;31095.41;15/01/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1347;Lost;Lost;Vendedor 04;30888.03;22/01/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1401;Won;Won;Vendedor 02;35796.61;11/02/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1422;Won;Won;Vendedor 01;32713.75;19/02/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1461;Lost;Lost;Vendedor 01;32989.69;04/03/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1464;Lost;Lost;Vendedor 01;38518.52;04/03/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1487;Lost;Lost;Vendedor 02;29411.76;10/03/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1513;Lost;Lost;Vendedor 02;33333.33;17/03/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1517;Won;Won;Analista;33716.48;18/03/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1602;Lost;Lost;Vendedor 04;32813.56;08/06/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1653;Lost;Lost;Vendedor 02;39402.99;29/06/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1655;Won;Won;Vendedor 02;33684.21;02/07/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1702;Lost;Lost;Vendedor 01;34042.55;15/07/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1707;Lost;Lost;Vendedor 01;48185.33;16/07/2020;1;Outros;Lucro Presumido;google;Médio
NEG1716;Lost;Lost;Vendedor 04;48941.18;20/07/2020;1;Outros;Lucro Presumido;google;Médio
NEG1724;Lost;Lost;Gerente 02;45714.29;22/07/2020;1;Outros;Lucro Presumido;google;Médio
NEG1725;Won;Won;Vendedor 01;40000.00;23/07/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1743;Won;Won;Vendedor 01;30136.99;30/07/2020;1;Outros;Simples Nacional;google;Pequeno
NEG1767;Lost;Lost;Vendedor 04;47094.34;06/08/2020;1;Outros;Lucro Presumido;google;Médio
NEG1803;Won;Won;Vendedor 02;38540.15;20/08/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1811;Lost;Lost;Vendedor 02;41600.00;21/08/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1910;Won;Won;Vendedor 02;40772.20;02/10/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1913;Lost;Lost;Vendedor 02;45714.29;05/10/2020;1;Outros;Lucro Presumido;google;Médio
NEG1914;Won;Won;Vendedor 02;41751.82;06/10/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1920;Lost;Lost;Vendedor 02;39111.11;06/10/2020;1;Outros;Lucro Presumido;google;Pequeno
NEG1977;Lost;Lost;Vendedor 01;27027.03;04/11/2020;1;Outros;Simples Nacional;google;Pequeno
NEG2042;Won;Won;Vendedor 01;43169.81;17/12/2020;1;Outros;Lucro Presumido;google;Médio
NEG2064;Lost;Lost;Vendedor 02;38095.24;07/01/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2069;Lost;Lost;Vendedor 04;40772.20;08/01/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2083;Lost;Lost;Vendedor 02;33082.71;13/01/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2098;Lost;Lost;Vendedor 01;35555.56;21/01/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2153;Lost;Lost;Vendedor 02;33922.26;17/02/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2185;Won;Won;Vendedor 04;31205.67;25/02/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2206;Lost;Lost;Vendedor 02;40772.20;09/03/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2212;Lost;Lost;Vendedor 02;34657.04;11/03/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2213;Lost;Lost;Vendedor 02;37849.46;11/03/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2225;Lost;Lost;Vendedor 02;35036.50;17/03/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2281;Lost;Lost;Vendedor 02;46394.05;13/04/2021;1;Outros;Lucro Presumido;google;Médio
NEG2316;Lost;Lost;Vendedor 02;40466.93;27/04/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2338;Lost;Lost;Vendedor 02;37960.78;04/05/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2347;Lost;Lost;Vendedor 02;32876.71;07/05/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2370;Lost;Lost;Vendedor 04;40421.05;19/05/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2385;Lost;Lost;Vendedor 01;36119.40;25/05/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2440;Lost;Lost;Vendedor 02;32958.80;21/06/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2476;Lost;Lost;Vendedor 02;46051.66;01/07/2021;1;Outros;Lucro Presumido;google;Médio
NEG2487;Lost;Lost;Vendedor 04;34532.37;12/07/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2488;Won;Won;Vendedor 04;37354.09;13/07/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2490;Lost;Lost;Vendedor 04;33264.60;13/07/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2537;Lost;Lost;Vendedor 04;40784.31;02/08/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2542;Lost;Lost;Vendedor 04;39111.11;03/08/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2556;Lost;Lost;Vendedor 02;32323.23;11/08/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2559;Prospeccao;Open;Vendedor 04;32876.71;12/08/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2640;Lost;Lost;Vendedor 04;30240.55;27/09/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2646;Negociacao;Open;Vendedor 04;38966.79;29/09/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2647;Lost;Lost;Vendedor 02;34695.34;30/09/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2649;Proposta;Open;Vendedor 02;33922.26;30/09/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2674;Lost;Lost;Vendedor 02;28776.98;20/10/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2676;Lost;Lost;Vendedor 02;48750.00;20/10/2021;1;Outros;Lucro Presumido;google;Médio
NEG2681;Lost;Lost;Vendedor 01;35986.16;26/10/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2706;Proposta;Open;Vendedor 02;37500.00;09/11/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2735;Lost;Lost;Vendedor 01;33976.83;29/11/2021;1;Outros;Simples Nacional;google;Pequeno
NEG2764;Lost;Lost;Vendedor 02;41411.76;21/12/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG2765;Lost;Lost;Vendedor 04;42825.28;27/12/2021;1;Outros;Lucro Presumido;google;Médio
NEG2767;Lost;Lost;Vendedor 04;38400.00;29/12/2021;1;Outros;Lucro Presumido;google;Pequeno
NEG1005;Lost;Lost;Vendedor 01;28070.18;28/08/2019;1;Outros;Simples Nacional;indicacao;Pequeno
NEG1414;Lost;Lost;Vendedor 02;42448.98;17/02/2020;1;Outros;Lucro Presumido;indicacao;Médio
NEG1456;Lost;Lost;Vendedor 01;36666.67;03/03/2020;1;Outros;Lucro Presumido;indicacao;Pequeno
NEG1481;Lost;Lost;Vendedor 02;48185.33;09/03/2020;1;Outros;Lucro Presumido;indicacao;Médio
NEG1737;Lost;Lost;Vendedor 02;29931.97;28/07/2020;1;Outros;Simples Nacional;indicacao;Pequeno
NEG1895;Lost;Lost;Vendedor 02;35985.13;23/09/2020;1;Outros;Simples Nacional;indicacao;Pequeno
NEG1907;Lost;Lost;Vendedor 04;33037.54;01/10/2020;1;Outros;Simples Nacional;indicacao;Pequeno
NEG1941;Won;Won;Vendedor 02;46567.16;19/10/2020;1;Outros;Lucro Presumido;indicacao;Médio
NEG2155;Won;Won;Vendedor 02;30075.19;18/02/2021;1;Outros;Simples Nacional;indicacao;Pequeno
NEG2170;Lost;Lost;Vendedor 03;35918.37;22/02/2021;1;Outros;Simples Nacional;indicacao;Pequeno
NEG2223;Lost;Lost;Vendedor 02;37065.64;17/03/2021;1;Outros;Lucro Presumido;indicacao;Pequeno
NEG2256;Lost;Lost;Vendedor 01;31654.68;31/03/2021;1;Outros;Simples Nacional;indicacao;Pequeno
NEG2298;Won;Won;Vendedor 02;44341.09;19/04/2021;1;Outros;Lucro Presumido;indicacao;Médio
NEG2312;Lost;Lost;Vendedor 02;28985.51;26/04/2021;1;Outros;Simples Nacional;indicacao;Pequeno
NEG2601;Won;Won;Vendedor 01;36879.43;03/09/2021;1;Outros;Lucro Presumido;indicacao;Pequeno
NEG0965;Lost;Lost;Vendedor 01;39178.08;06/08/2019;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG1167;Won;Won;Vendedor 01;44412.81;31/10/2019;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG1244;Won;Won;Vendedor 01;41299.64;17/12/2019;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG1960;Lost;Lost;Vendedor 03;36040.96;26/10/2020;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2088;Lost;Lost;Vendedor 03;48941.18;17/01/2021;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG2404;Lost;Lost;Vendedor 03;35036.50;05/06/2021;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2768;Lost;Lost;Vendedor 04;35675.68;03/01/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2787;Lost;Lost;Vendedor 03;35986.16;06/01/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2789;Lost;Lost;Vendedor 04;44307.69;06/01/2022;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG2805;Lost;Lost;Vendedor 04;33103.45;20/01/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2812;Lost;Lost;Vendedor 04;35955.06;25/01/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2819;Proposta;Open;Vendedor 04;34782.61;31/01/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2848;Prospeccao;Open;Vendedor 02;38918.92;11/02/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2853;Prospeccao;Open;Vendedor 03;35200.00;14/02/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2854;Proposta;Open;Vendedor 04;29411.76;14/02/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2858;Prospeccao;Open;Vendedor 03;31428.57;15/02/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2864;Lost;Lost;Vendedor 01;34448.40;18/02/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2868;Lost;Lost;Vendedor 03;36794.43;22/02/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2875;Lost;Lost;Vendedor 04;39849.06;03/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2878;Negociacao;Open;Vendedor 02;37714.29;03/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2880;Lost;Lost;Vendedor 01;36749.12;08/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2888;Negociacao;Open;Vendedor 02;29304.03;10/03/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2919;Lost;Lost;Vendedor 04;36539.79;21/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2935;Prospeccao;Open;Vendedor 04;39452.05;28/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2937;Prospeccao;Open;Vendedor 03;33716.48;29/03/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2939;Prospeccao;Open;Vendedor 02;43789.47;29/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG2940;Proposta;Open;Vendedor 04;30344.83;29/03/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2944;Prospeccao;Open;Vendedor 04;39452.05;30/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2950;Proposta;Open;Vendedor 04;27972.03;30/03/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2966;Prospeccao;Open;Gerente 02;32352.94;06/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2970;Proposta;Open;Vendedor 02;35036.50;07/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2984;Prospeccao;Open;Vendedor 04;39846.74;12/04/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG2996;Prospeccao;Open;Vendedor 01;44731.18;20/04/2022;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG2999;Prospeccao;Open;Vendedor 03;37446.81;22/04/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG3007;Prospeccao;Open;Vendedor 01;36619.72;26/04/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG1047;Lost;Lost;Vendedor 01;34509.80;12/09/2019;1;Outros;Simples Nacional;google;Pequeno
NEG0683;Lost;Lost;Vendedor 01;55350.55;29/03/2019;2;Outros;Lucro Presumido;google;Médio
NEG0838;Won;Won;Vendedor 01;90697.67;06/06/2019;2;Outros;Lucro Real;google;Grande
NEG0897;Lost;Lost;Vendedor 01;74157.30;09/07/2019;2;Outros;Lucro Real;google;Grande
NEG0953;Won;Won;Vendedor 01;58928.57;02/08/2019;2;Outros;Lucro Presumido;google;Médio
NEG0963;Won;Won;Vendedor 01;57692.31;06/08/2019;2;Outros;Lucro Presumido;google;Médio
NEG2561;Lost;Lost;Vendedor 04;70397.11;13/08/2021;2;Outros;Lucro Real;google;Médio
NEG2577;Won;Won;Vendedor 04;75795.05;20/08/2021;2;Outros;Lucro Real;google;Grande
NEG1593;Won;Won;Vendedor 02;72972.97;03/06/2020;2;Outros;Lucro Real;google;Grande
NEG1876;Lost;Lost;Vendedor 02;74427.48;18/09/2020;2;Outros;Lucro Real;google;Grande
NEG2057;Lost;Lost;Vendedor 02;70143.88;06/01/2021;2;Outros;Lucro Real;google;Médio
NEG2173;Won;Won;Vendedor 02;64590.75;23/02/2021;2;Outros;Lucro Real;google;Médio
NEG2247;Lost;Lost;Vendedor 02;55555.56;25/03/2021;2;Outros;Lucro Presumido;google;Médio
NEG2282;Lost;Lost;Vendedor 04;61945.39;13/04/2021;2;Outros;Lucro Real;google;Médio
NEG2325;Won;Won;Vendedor 04;75862.07;29/04/2021;2;Outros;Lucro Real;google;Grande
NEG2133;Won;Won;Vendedor 01;60000.00;08/02/2021;2;Outros;Lucro Presumido;indicacao;Médio
NEG2521;Lost;Lost;Vendedor 04;58510.64;26/07/2021;2;Outros;Lucro Presumido;indicacao;Médio
NEG2865;Lost;Lost;Vendedor 04;75528.17;18/02/2022;2;Outros;Lucro Real;prosp_merketing;Grande
NEG1255;Lost;Lost;Vendedor 04;101992.34;23/12/2019;3;Outros;Lucro Real;google;Grande
NEG2334;Lost;Lost;Vendedor 01;110000.00;30/04/2021;3;Outros;Lucro Real;google;Grande
NEG2664;Lost;Lost;Vendedor 04;90636.70;14/10/2021;3;Outros;Lucro Real;google;Grande
NEG1934;Lost;Lost;Vendedor 02;81784.39;14/10/2020;3;Outros;Lucro Real;indicacao;Grande
NEG2911;Lost;Lost;Vendedor 01;82033.90;17/03/2022;3;Outros;Lucro Real;prosp_merketing;Grande
NEG2936;Prospeccao;Open;Vendedor 02;119097.74;28/03/2022;3;Outros;Lucro Real;prosp_merketing;Grande
NEG2988;Lost;Lost;Vendedor 01;103714.29;18/04/2022;3;Outros;Lucro Real;prosp_merketing;Grande
NEG1172;Lost;Lost;Vendedor 01;117279.41;01/11/2019;4;Outros;Lucro Real;indicacao;Grande
NEG2781;Proposta;Open;Vendedor 04;119924.81;05/01/2022;4;Outros;Lucro Real;prosp_merketing;Grande
NEG2847;Lost;Lost;Vendedor 04;117171.72;11/02/2022;4;Outros;Lucro Real;prosp_merketing;Grande
NEG1100;Won;Won;Vendedor 01;147440.27;07/10/2019;5;Outros;Lucro Real;google;Grande
NEG1945;Lost;Lost;Vendedor 02;152895.75;19/10/2020;5;Outros;Lucro Real;google;Grande
NEG0971;Lost;Lost;Vendedor 01;238267.15;12/08/2019;7;Outros;Lucro Real;google;Grande
NEG1182;Won;Won;Vendedor 01;276923.08;07/11/2019;7;Outros;Lucro Real;google;Grande
NEG2097;Lost;Lost;Vendedor 02;287346.94;21/01/2021;9;Outros;Lucro Real;indicacao;Grande
NEG0663;Lost;Lost;Vendedor 01;790204.08;14/03/2019;24;Outros;Lucro Real;google;Grande
NEG1208;Lost;Lost;Vendedor 01;1099264.71;21/11/2019;31;Outros;Lucro Real;google;Grande
NEG2844;Lost;Lost;Vendedor 04;1055000.00;10/02/2022;28;Outros;Lucro Real;prosp_merketing;Grande
NEG1372;Lost;Lost;Vendedor 01;29629.63;03/02/2020;1;Outros;Simples Nacional;google;Pequeno
NEG2686;Lost;Lost;Vendedor 01;43484.32;27/10/2021;1;Outros;Lucro Presumido;google;Médio
NEG2792;Lost;Lost;Vendedor 01;123268.48;07/01/2022;3;Outros;Lucro Real;prosp_merketing;Grande
NEG2801;Lost;Lost;Vendedor 01;406521.74;18/01/2022;12;Outros;Lucro Real;prosp_merketing;Grande
NEG2920;Lost;Lost;Vendedor 04;290071.17;21/03/2022;8;Outros;Lucro Real;prosp_merketing;Grande
NEG2923;Lost;Lost;Vendedor 01;665743.94;22/03/2022;21;Outros;Lucro Real;prosp_merketing;Grande
NEG2931;Lost;Lost;Vendedor 01;218390.80;24/03/2022;8;Outros;Lucro Real;prosp_merketing;Grande
NEG2948;Prospeccao;Open;Vendedor 03;43308.27;30/03/2022;1;Outros;Lucro Presumido;prosp_merketing;Médio
NEG2958;Prospeccao;Open;Vendedor 01;33103.45;01/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2992;Prospeccao;Open;Vendedor 04;34375.00;18/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG2998;Prospeccao;Open;Vendedor 04;39846.74;22/04/2022;1;Outros;Lucro Presumido;prosp_merketing;Pequeno
NEG3000;Lost;Lost;Vendedor 02;35820.90;25/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG3001;Prospeccao;Open;Vendedor 04;34657.04;25/04/2022;1;Outros;Simples Nacional;prosp_merketing;Pequeno
NEG1036;Lost;Lost;Vendedor 01;38966.79;09/09/2019;1;Outros;Lucro Presumido;google;Pequeno
NEG0692;Lost;Lost;Vendedor 01;35555.56;04/04/2019;1;Padaria;Simples Nacional;google;Pequeno
NEG2501;Won;Won;Vendedor 04;37545.13;19/07/2021;1;Padaria;Lucro Presumido;prosp_merketing;Pequeno
NEG0066;Lost;Lost;Vendedor 01;30877.19;30/06/2017;1;Padaria;Simples Nacional;indicacao;Pequeno
NEG0079;Lost;Lost;Vendedor 01;37500.00;17/07/2017;1;Padaria;Lucro Presumido;indicacao;Pequeno
NEG0112;Lost;Lost;Vendedor 01;41600.00;30/08/2017;1;Padaria;Lucro Presumido;indicacao;Pequeno
NEG0128;Lost;Lost;Vendedor 01;29931.97;25/09/2017;1;Padaria;Simples Nacional;indicacao;Pequeno
NEG0241;Lost;Lost;Vendedor 01;48941.18;16/02/2018;1;Padaria;Lucro Presumido;indicacao;Médio
